id,text
genji/01_004.jpg,"水時一えの
いつれの御時候りか女俳更衣あまたさふゝひ給け門
中にいとやんとれきゝはにはあらぬかすぐれこくと
きかき給ふありけりはしめより我つと思ひ
あかり給へる御かた〱めざましきものにをとし
めそねみ様おなしほとそれ下らうの更衣たち
はまして屋すからす朝夕の言つかへにつけても
人の心をうごかしうらみをおふつりりにやありり
けむいとあつしくなり行もの心ほそけにさとかち
なるを伊よ〱あかす哀なる物におぼくゝして
人のそしりをもえはゝからせ給はす世のたしめ"
genji/01_005.jpg,"にもなりぬへき御もてなし也かむたちめうへ
人なともあいなくめをそばかつゝ伊とまはゆ
き人の御出ほくしもろこしにもかゝる事の
おごりにこそ世もみたたれあしかりけれと
へう〱あめのしたにもあむきなう人のりて
なやみ〱さかりなりて楊貴妃のたはしもひ
きいてつへうなり行にいとはしたなき事おほ
かれどかたしけなき御心はへのたくひなきを
たのみにてましらひ給ちゝ大納言はなくなりて
はゝゝ北のかたなむ伊にしへの人のよしあるにて
おやうちくしさしあたりて世のおほくはれやか
なる御かた〱にもおとらすなに事のきしき
をももてなし飴気れととりたてゝはか〱し
き御しうしろみしなけれはことある時はなを
より所なく心ほそけ也さきの世にも御契り
深の紙りやふかくりけむよになくきよらなるたまのお
のこみこさへうまれ給ぬいつしかと心もとな
がらせ給ていそきまいゝせて御ろんずるにそつら
かなるちこの御かた比なり一のみこは右大臣の女御
の御はらにてよせお〱うたかひなきまうけ"
genji/01_006.jpg,"の君と世りもてかしつきゝこゆれとこのツ
にほひにはならひ給へくもあらさりけれはおほか
たの屋むれき御思るにて此悪をはわたくし
物におぼしかしつき給事かきりれしはしよろり
をしなへてのうへつかへし給へききはかりは
あらざりきおぼゝいとやんことれく上すはかしけ
れどわりな〱まつはさせ給あまりにさるへき
御あそひのおり〱何事にもゆへあることのふ
し〱にはまづまうのほらせ給ある時にはおほ
とのこもりすくしてやかてさふらかせ給なとあな
がちにおまへさゝすもてなさせ給し程にをのつ
からかろきかたにもみえしを此みこ生れ給て
後はいと心ことにおもほしをきてたれは坊了も
ようせすはこのみこのゐ給へきなめりと一のみこ
の女御はおほしうたかつり人よりさきにまいり
給てやむことれき御思るなへてならすみこ
たちなともおいしませは此御かたの伊さろを
のみそ猶わつらはしく心くるしう思かきこて
させ給けるかしこきつかけをは次みきこゝなから
おとしつきすをもとめ給人はおほくわか身はかよ"
genji/01_007.jpg,"はく物はかれきありさまにて中〱なる物思るをそ
し給御つほねはきりつほしあまたの御かた〱を
すきさせ給つゝひまれきつまへわたりに人の御心
をつくし給もけにいりとみたりまうのほり
給にもあまりうちしきる折〱はう地はしわた
取こゝかしこのみちにあへしきわさをしつゝ
御をくりむかへの人のきぬのすそたへかたうまさ
なき事ともあり又あるときは畳さゝぬはたう
のとをさしころこれたかなた心をあはせてはした
なろわつらはせ飴時もおほかりとにふれて数
しらすくるしき事のみさされいいと仰たう思かわひ
したるをいとゝ哀と御覧して後涼取にもとより
さふゝひ給更衣のさうしをほかにうつさせ給てうへ
つほねにたまはすそのうらみましてやらんかた
なし此みこみつになり給年御はかまきのこと一の
吉のたまてまつりしにをとらにくらつかさおさめ
とのゝ物をつつしていみしうせさせ給それにつけても
尤のそしりのみおほかれと此みこのをよすけ
もておいする御かたち心はへありかたくかつらし
きまて見え給をえそねみあへ給す物の心"
genji/01_008.jpg,"しり給人はかゝる人も世にいておいする物し
けりとあさましきまてそをおとろかし給ふそ
の年の夏みやす所はかれき心ちにわつゝこひへ
まかてなむとし給をいとまさゝにゆるさせ給は
す年比つねのあつしさになり給へれは御めなれ
て猶し気し心みよとの給するに日ゝにおも
り給てたゝ五六日の程にいとよいうなれは
はゝ君行く〱そうしてまかてさを幸り給かゝろ
おりにもあるましきは行もこそと心つかひし
てみこをはとゝめ奉りてしのひてそいてもふかき
の
あれはさのみもえとゝはさせ給すつろつしたに
をつらぬおほつかなさをいふかたなくおほさるいと
にほひ屋かりうほくしけなか人の仰たうおも
屋せていと哀と物を思るしみなからことにいてゝ
もきこてやらすあるかなきかにきていりつゝ物し
給をつ訪んするにきしかた行末おほしろされす
万の事をなく〱契のたまはすれと御いゝつもえ
きこて給はにまみれともいとたつけにていとゝ
なよ〱とわれかのけしきにてふしたれ伊かさま
にかとおほしはしまとはりて車のせんしなとの"
genji/01_009.jpg,"たませても又仰らせ給てはさゝにえゆるさせ
行はすかきりあらんみちにもをへれさきたゝゝ
しと地ぎらせ給けるをさりともうちすてゝゝはえ
ゆきやらしとの給等るを女もいと伊らしと
見らしてまつりて
かきりとてわかるゝみちのかなしきにいかま
ほしきは伊のちなりくりいとかく思給へましか
ばといきもたえつゝきこはえまほしけなか事は
ありけなれといとくるししけにたゆけなれはかく
なからともかへもならんを御ろんしはてんとおほし
かすにするはしむへきいのりともさるへき人ゝ
うけ給はれるこよひよりときこて伊そかせは
わりな〱おもほしなからまかてさせけふつけむゝ
ねのみつとふたかりて露まとろまれすあかし
かねさせ給ツ使の行かふ程もなきになをいふ
せさをかきりなくのたまはせつるを夜中うち
過るほとになむたゝはて給ぬるとてなきさ
はけは御使もいとあへれくて帰りまいるぬき
こしかす御心まとひ何事もおほしはしわかれ
すこりりおつしますみこはかくてもいと御らむ"
genji/01_010.jpg,"ぜまほしけれとかゝる程にさふゝひ給れいなき
事なれはまかて給なむとすなに事かあらむとも
おもほしたらすさふゝふ人ゝのなきまとひうへも
つ行みたの隙な〱なかれおいしますをあやしと
見たてまつり給つるをよろしき事にたにかゝる
わかれのかなしからぬはなきわさなるをまして
哀りいふかひなしかきへりあれはれいのさほう
におさめたてまつるをはゝ北のかたおなし気ふり
にものほりなんとなきこかれ給て御をくりの
女なの車にしたひのり給ておたきといふ所に
いと伊かろしうそのさほうしたりにおはしつきたつ
心ちいかはかりかはありけむむなしき御からを
ミる〱なをおはする物と思かいとかひなけれははひ
にれり給はむをみし候てまつりてすはなき人
とひたまるにおりひなりなむとさかしうの給
つれと車よりおちぬへうまとひ給へはさは思る
つかしと人〱もてわつゝゝひきこゆ内より御つかひ
あり三位のくゝ井をくり給よし勅使きてそ
の宣命よむなんかなしき一とれりける女御と
たにいはせすなりぬるがあかすくちおしうおほ"
genji/01_011.jpg,"さるれはたひときさみのくらゐをたにとをくら
せ給なりけりそかりつけてもにくみ給人ゝおほ
かり物思る知り給はさまかたちなとのかてたかしり
こと心はせのなたらかにめやすくにくみかたかり
しこなと仰まそおほしいつかさまあしき御
りて行しゆへこそすけなううねみ給しか人からの
最了なさけありし御心をうへの女分なとも
恋しのひあつりれくてそとはかゝる折にやと見ゝ
たりはかな〱日比すきて後のわさなとにもこま
かりとふらはせ給ほとふるまゝにせんかたれう
かなしうおほさるゝゝりゆかた〱の御取ゐなともた
えてし給すたゝ涙にひちてあかしくゝさを給
へは見奉る人さへ露けき胡也なき跡まてへ
のむねあくましかりくる人の御おほしかなとそ
弘激殿なとには猶ゆるしなうの給ける一の旨をみ
たてまつらせ給にもわかの御恋しさのみお
もほしいてつゝしたしき女房御はのとなとをつか
いしつゝありさまをきこしかす野分たちて
こりはかにはたさむき夕暮の程つねよりも
おほしいつるおほ〱てゆけひの命婦といふを"
genji/01_012.jpg,"つかいす夕つく夜のおかしきほとにいたしたて
させ給ひこてやかてなかはおつしますかやうのおりは
御あうひなとせさせ飴しに心ことなるものゝね
をかきなしはかいくきこゝいつるのはも人
よりはことれりしけいひかたちの雨影につとそひて
ノおほさなくゝにもやみのうほゝゝりはなををとりけり
命婦かしこにまかてつきてかとひきいるゝより
けはひ顔しやもろずみなれと人日とりの御かし
つきにとかくつくろひたてゝらやすき程にてす
くし給つつを屋みにくれてふし候つかほとり
草もたかくなり野分にいとゝあれたる心ちして
月新いかりそやへむくらにもさいらすさし入たつ
あ能みなみおもてにおろしてはゝ意もとみにえ物も
の給はすしまてとまり侍るかいとうきをかゝるつつ
かひのよもきふの露分いり給につけてもいと
はつかしうなんとてけにえたふましくない給
まいりては侍とゝ心くる〱しう心ぎつもゝつくる屋う
になむと内侍のすけのそうし給しをもの思る
給へしらぬ心ちにも束にこそいとしのひかたう侍行
けれとてやゝたからひておほせつたへきこゆ"
genji/01_013.jpg,"しはしは夢かとのみたとられしをやう〱思かし
つまるにしもさむへきかたれくたへかたきはいかに
すへきわさにかともとひあすへき人たに
なきをしのひてはまいり給なんやわか店のいとゝ
おほつかなく露けき中にすくし給も心くるし
うおほさるゝをとくまいり給へなとはか〱しうも
のたまはせやらすむせかへらせ給つゝかつは人
も心よい〱見ならんとおほしつゝまぬにしも
あらぬ御重しきの心くるしさにうけ給はり
もはぬやうにてなんまかて侍ぬるとてつふみ
奉るめもみえ侍らぬにかくかしこきおほせことをひ
かりにてなむとて見給ほとへはすろし打まきつ
る事もやとまむすべす月りにそへこていとしのひか
たきはわりなきわさうなむいはけなき人もいか
にと思やりつゝもろともにはつゝまぬおほつかな
さをすは猶むかしのかかたみになすゝへこて物の給へ
なとこまやかりかゝせ給へり
きのゝ露ふきむすふ風の音に小萩か
もとを思るこそやれとあれと畳見給はてす
命なかさのいとつゝう思給へしらるゝに松のおも
"
